ma_khach_hang,ma_san_pham,so_sao
1995,422207413,5
3899,422211490,5
121,422208807,4
2268,204100054,1
835,422216990,3
166,422206648,5
2403,308500015,5
3792,418800002,3
68,318900011,5
245,205100137,5
2169,225200013,5
2187,223600009,4
1736,100220037,5
838,422210400,5
2083,422203145,1
320,205100137,5
3414,422209052,5
2503,204100019,5
325,422203809,4
1533,422214146,5
19,318900012,5
294,422204259,4
3394,422217480,5
1226,422217292,5
3931,100160021,5
4272,422200182,5
3679,422206042,5
155,422216416,3
1085,308500009,5
2676,243300007,4
3538,237800005,5
524,422216416,5
239,205100146,5
178,422206648,5
1412,293500006,5
3564,100250032,5
2475,422204388,5
4404,100750038,5
539,422216416,4
2694,422203809,5
1429,422218283,5
685,204100054,5
2168,211300002,5
399,422205164,5
969,422212892,5
1134,204900004,2
2739,204100013,4
280,205100137,5
1060,422220606,5
409,422204795,5
131,100230069,5
2414,100230059,2
4044,422204777,5
3696,201600144,5
677,100230059,5
3454,422201448,5
3784,308500013,2
170,422208977,5
777,100230059,5
762,100230064,4
1343,422211878,4
1174,422215804,5
140,422206648,5
1994,422207413,5
1806,100150058,5
3274,422209636,5
1043,100210023,5
1317,422203182,5
812,422210784,5
1232,100210014,5
1641,422207791,5
147,205100146,5
1486,422210784,5
266,365000014,5
224,422215804,4
233,205100137,5
2552,204100018,5
1879,204000059,5
1499,422210784,5
1025,422200236,5
2128,422203979,5
3762,345800013,5
2444,308500009,4
2464,308500013,5
2037,422203145,5
814,200400004,5
1727,422206043,5
1058,422204904,4
3654,422206043,5
1025,422205163,5
792,422202253,4
2636,422203301,5
620,422212100,3
840,422214321,4
1408,422211195,3
2189,249500021,5
200,422206648,5
1975,249500027,4
3158,422203510,5
3809,422209047,5
2488,204100018,3
2456,308500009,5
840,422206537,5
700,100230059,5
3340,223600009,3
1291,422207810,5
2752,422211276,5
1305,422203449,4
2568,204900005,1
1469,422203301,5
1057,422204904,3
2353,422205162,5
3215,422214149,4
349,422211447,5
3423,422202580,5
545,365000011,4
2938,422209636,5
2094,422202253,5
4562,249500019,2
1429,293500006,5
1103,422206537,5
410,422208977,5
820,100230064,4
3395,204100024,5
2259,245500009,5
2461,308500013,5
3342,365000018,5
2388,308500004,5
186,422204777,4
2912,422207283,5
1960,249500014,5
2256,422205808,3
2345,308500013,5
1524,211300007,4
165,205100146,5
3279,422210954,5
3656,207300009,5
107,422211446,4
2461,422202253,5
2793,365000019,5
1218,249500013,5
529,422203976,5
2057,248700057,5
3208,422220080,5
2648,422203302,5
2260,245500002,5
2417,422205160,3
1996,422207413,5
1611,224100009,5
1884,422216289,5
1421,248700076,2
2460,308500018,5
2931,422217970,5
178,422209663,5
693,422205164,5
1481,204900004,4
3151,422203506,5
2411,308500015,5
2597,100230069,5
4087,422201374,4
2736,248700035,5
780,422216594,5
1741,100220035,5
364,422204259,4
2535,204100054,5
2451,422205163,5
1301,253900003,4
808,243300007,5
712,422205164,5
2550,422206537,5
387,422208974,5
305,205100137,5
2023,249500019,5
3691,256700012,4
805,422203146,5
2502,204100054,5
3311,422207323,5
3032,343700002,5
4328,248700027,5
491,422211231,5
3610,225200013,5
3343,422205151,5
2774,418800002,5
386,422208973,5
1131,422201120,5
584,422212100,5
2365,308500009,5
551,422211183,5
2011,249500019,5
57,318900012,3
877,327500002,5
1046,422200236,5
3460,201600198,5
119,422204259,5
2203,249500021,5
1308,422211878,5
2976,422203979,5
307,422204259,5
1187,249500007,5
3125,223600026,5
3434,422203776,1
4059,100230059,2
1082,422204904,4
3412,422209052,5
228,422206648,5
1428,293500006,5
1895,308500013,5
833,207500001,5
2435,308500015,5
154,422204259,5
723,100230064,5
4122,422207812,5
1146,422207423,5
344,205100146,3
185,357100004,5
255,422206648,5
2390,422205164,5
703,100230057,5
2383,422206537,5
794,200400003,5
3168,222600049,5
704,308500013,5
240,422211447,5
1474,422210980,5
150,205100136,5
2026,249500027,5
297,422207414,5
2080,422207413,5
2671,422203807,3
3317,422212097,5
3369,358300001,5
1311,204900159,4
71,318900012,5
755,200400004,5
1963,222600006,5
2192,249500021,5
54,318900012,5
1732,100220037,5
340,422211447,5
4146,422207812,5
1025,308500037,5
2599,100230069,5
3695,422208345,5
117,422205164,5
2668,422203776,2
2179,422207414,5
2045,249500019,1
1440,422210784,5
690,422202253,5
1788,422205181,5
218,422206648,5
178,422220469,5
680,308500009,5
2376,422205160,5
3777,422204902,5
246,422211447,5
150,422211446,5
1018,422206537,5
678,200400003,5
3660,422206043,3
2447,308500015,5
1941,422209262,5
1164,249500013,5
869,422210980,5
691,308500018,5
2614,100210020,5
2315,308500015,5
417,422208976,4
712,100230059,5
2501,422206537,5
2352,308500015,5
1115,422201504,5
479,204900013,2
3214,422214149,5
695,422206537,5
1514,222600057,5
3259,422203282,5
2794,249500007,3
3456,422201448,5
2722,248700035,5
3461,422201448,5
1249,422212333,5
4063,248700102,5
2688,243300007,5
529,204900159,5
3797,204100018,5
1030,422205164,5
1233,422211640,5
193,422211446,5
418,422208977,5
672,422200236,5
326,422208807,5
1078,422203976,5
2797,100180113,5
785,100230057,5
69,204900013,5
3784,422213992,1
3096,345800027,5
848,422210400,1
3970,331300023,5
1764,418800002,5
247,422211447,4
4315,249500002,5
2322,308500037,5
426,422216416,3
427,204900013,5
1040,422200236,5
2405,422205163,5
3503,225300001,5
3549,222600052,5
2390,308500013,5
2287,204000059,3
2662,422203776,1
768,100230056,1
3659,100220037,5
3682,345800009,5
2356,308500015,5
1166,249500007,5
1424,422205151,2
710,308500009,5
512,204900013,5
3876,248700003,5
3500,225300001,5
848,422214321,1
2639,422207812,5
279,422206648,5
1461,100190059,5
347,422204259,5
1990,249500027,5
1641,422207794,5
1487,100190059,5
345,205100136,5
2336,365000012,4
3694,256700002,5
24,256700011,4
75,100230059,5
351,205100146,5
3792,204100018,5
361,422216594,5
733,100230056,5
3915,223600058,3
2357,308500013,5
2733,248700035,5
1663,318900019,5
535,204900013,2
275,422204259,5
1087,422204904,5
1010,308500013,5
682,200400003,5
1233,422212331,5
1244,422212331,5
1960,200400004,3
1869,224100009,5
1632,422211489,5
590,253900006,5
2311,422202253,4
1380,422200306,5
2385,422205164,5
2354,308500004,5
2370,422205162,5
1184,249500027,5
111,422204259,4
2432,308500015,5
584,308500015,1
1074,422205053,3
3764,248700003,5
989,422204795,5
1453,422210980,3
182,422211447,4
2365,308500015,5
4204,422205807,5
256,100210023,5
1365,422208328,5
393,422211878,5
79,248100018,5
1641,422207793,5
2361,422202253,5
895,422204795,5
1185,422215804,5
516,318900005,5
2556,204100019,5
1189,249500007,5
2328,422205160,5
382,422208974,5
23,422204906,1
2478,248700074,5
3137,223600026,5
702,100230059,5
789,422203807,4
176,308500018,5
1862,225200013,3
389,422208972,5
1424,422218283,5
348,422205164,5
153,422211446,5
2929,422207149,5
688,422205163,5
1425,293500006,5
46,200400003,5
645,100230064,5
783,422216594,5
1386,422200306,4
2944,200500283,5
135,211300002,5
1956,345800009,1
1,204900056,4
697,422205162,5
2357,422206537,5
647,100230056,5
257,205100137,4
3005,253900007,5
397,422208972,5
257,308500018,5
162,365000013,4
788,318900002,5
2409,308500018,5
2840,318900002,1
840,308500013,5
468,422207826,5
1224,224100019,4
698,204100054,5
3822,345800013,4
577,422205345,5
4351,422205122,5
1029,308500004,5
242,422200306,5
3359,422203976,5
1156,422207865,5
148,422211447,5
993,422204795,2
1490,422210784,5
1160,422217292,5
604,422205346,5
722,422204795,5
3378,224100029,5
3315,422214672,5
3708,371600007,5
2645,422203300,5
3688,256700002,5
3801,224100007,5
756,200400003,5
182,308500037,5
370,205100136,5
660,422203301,3
323,422208807,3
364,422206648,4
2454,308500015,5
200,422211447,5
1266,422201700,5
280,422206648,5
290,205100137,5
3505,386000014,5
1115,422204657,5
90,422214146,5
1693,201600141,5
631,253900006,5
2544,204100003,5
2296,204000059,5
144,205100146,5
2423,422205164,5
2187,422210957,5
1862,224100009,5
2473,422214044,5
1731,100220035,5
319,223600026,5
3422,422202580,5
1453,204900004,3
281,422211446,5
616,343100029,5
3357,201600074,5
228,422212100,5
3333,223600034,4
1289,422216603,5
186,422203301,5
2533,204100078,5
2440,422205164,5
3616,211300002,2
578,256700011,5
1239,422211640,4
255,422204259,5
718,100230056,5
1663,318900005,5
1023,308500018,5
4021,422207023,5
2353,308500037,5
21,318900012,5
4308,355500010,5
1306,253900003,4
1465,223600048,4
1835,204100054,5
240,422204259,5
1331,253900003,5
1191,100220035,5
73,318900012,5
225,422204259,4
1230,422222535,5
2339,422205164,5
173,205100137,5
395,422208972,5
4197,422211231,5
1138,422209322,5
2145,310100003,4
1219,422205160,5
1060,422204910,5
3673,422206043,5
681,422200236,5
298,422211446,5
1535,422214146,5
2368,422206537,5
835,422210400,3
771,100230056,5
1158,100220009,5
682,100230064,5
323,422211446,3
2112,422211501,5
136,205100136,5
755,100230057,5
270,422211878,3
4288,248700001,2
1325,422211878,5
2760,343700002,1
1810,422219308,4
3,318900012,5
2437,308500004,5
1401,422200305,5
2121,422206644,5
1453,100190059,3
1809,422218132,5
693,200400003,5
792,253900003,4
3383,100750038,5
567,253900006,5
2734,422211276,5
368,422211446,5
2835,223600035,2
1976,249500027,5
1840,204900025,5
182,308500013,5
1464,422210784,1
693,308500009,5
772,200400004,5
1235,422211640,5
238,422211446,5
794,100230064,5
2927,422207147,5
707,204100054,5
4174,248700053,5
717,100230057,5
1416,422218283,5
2521,204100054,4
2329,422205163,5
1281,422203146,5
1765,345800001,4
718,100230059,5
4436,100210014,5
3937,422208972,1
822,422221873,5
2850,377400001,2
1085,422207413,4
4311,355500010,3
1588,327500002,5
1223,422215804,5
2463,308500009,5
642,200400003,5
180,422206648,4
494,204900145,5
809,100230057,5
3742,213300043,5
1036,422205163,5
241,205100146,4
3600,225200015,5
608,345800027,5
3338,223600009,4
4220,318900005,1
2386,422205164,5
1822,422216354,5
1189,318900005,5
1501,211300007,1
3516,422221764,5
729,200400004,5
239,422206648,5
3960,399200001,5
530,422216416,2
329,422208807,5
412,422208977,5
13,318900012,5
707,422202253,5
1157,422218098,5
1170,422217292,4
1949,422209707,5
3339,213300007,5
182,205100136,5
100,318900011,5
1431,422200632,5
2336,422203776,5
1468,422210980,5
4017,206200037,5
2079,249500027,5
2369,422205163,5
4033,365000014,4
2167,211300002,5
1915,207500007,5
811,100230057,5
1198,422217292,5
2527,204100054,5
2417,422205164,3
1984,377400001,3
4049,422206421,4
2320,422205164,5
4027,412800003,5
2344,308500018,5
2454,422205163,5
1472,100190059,5
1043,422203609,5
600,253900006,5
2414,422205162,4
232,205100137,5
1024,308500018,5
325,422208807,4
2938,365000012,5
2379,422205163,5
651,100230064,5
646,422216594,5
269,422216594,5
780,308500004,5
4039,365000011,4
2348,422205160,5
3508,386000014,5
1490,204900159,5
1296,422211878,5
1738,422206042,5
70,318900019,5
814,100230064,5
633,253900006,4
2943,200500293,4
3772,422210709,5
2057,422207413,4
101,249500007,5
3224,422204576,3
3402,422209795,5
4260,377400002,5
40,318900011,4
2206,422206823,5
3724,377400002,5
140,422202253,5
54,422216449,5
374,100230059,5
2993,422214044,5
1597,327500002,5
2034,249500019,5
275,422208807,5
1570,211300007,5
1034,422205164,5
826,422218358,5
1488,204900159,5
1682,318900019,5
10,308500013,1
34,422211447,5
4159,422207812,5
1208,249500007,5
3291,100230070,4
713,200400003,5
3621,422208981,5
319,422200342,4
1423,422218283,5
3653,211300002,1
187,422206648,4
2463,422211489,4
2372,308500015,5
70,205100137,5
4022,422214134,5
3232,365000020,5
769,422216594,5
2275,422208156,5
182,205100146,5
1024,422205163,5
1421,422218283,5
2336,422205164,5
3695,201600182,5
4387,100750038,5
2024,422203145,5
624,422212100,5
882,422204795,5
1716,100220035,5
540,422200377,5
2313,422205160,5
2027,318900009,1
1174,249500013,5
77,422211446,5
3594,422207736,5
1271,100180113,4
138,422205811,5
1592,422208181,5
1319,253900003,1
2205,249500021,5
1397,422200306,5
3933,100230059,3
746,200400004,5
1032,422200236,5
253,422211446,4
1051,422209663,4
797,100230059,4
833,422214321,5
1134,422210784,2
2307,422202253,5
2414,422205160,4
1328,253900005,5
3766,248700027,5
1085,249500019,4
578,304900016,5
639,422216594,4
2511,204100054,5
2417,308500009,3
3408,422209795,4
3403,422204659,4
2938,365000011,5
897,422211446,1
1885,100210023,5
2626,371600006,5
2896,204100003,4
2237,206400009,5
4520,331300023,1
1371,422207826,4
1131,422207283,5
199,422211446,4
2190,249500021,5
758,100230059,5
26,318900012,5
326,205100146,5
178,422212097,5
1169,422217292,4
1079,422203146,4
1492,204900004,4
2673,422203809,4
402,100230057,5
2451,422205160,5
3289,422201822,5
3247,422204231,5
257,422211446,4
186,205100137,5
395,422216594,5
1216,249500013,5
2418,422205164,5
912,204900128,2
1075,422204904,5
3598,225200013,5
1411,293500043,5
111,422206648,4
2390,204100054,5
1988,422207413,5
1380,422200305,5
653,308500015,5
408,422208975,5
282,100230069,5
543,100190059,5
1133,422219813,5
371,205100146,4
3403,422203671,4
432,204900013,5
529,422210980,5
822,422218358,5
3191,422206537,1
3670,100220037,5
491,204900013,4
1808,422216596,5
2380,308500015,5
798,100230057,5
4353,422205122,5
1640,100160022,5
656,422216594,5
1465,422210980,2
2261,245500001,5
2780,418800002,4
4234,345800007,5
2430,308500009,5
1736,207300009,5
2415,308500018,5
282,422206648,5
2681,422203807,5
186,357100011,5
1521,422211549,5
780,100230059,5
1454,204900128,5
4188,422201725,5
735,100230057,5
234,422211446,5
4058,100210016,5
3695,201600144,5
2278,422222786,5
1287,422203300,5
34,318900012,5
1271,100180089,4
1109,422209296,5
1656,100240016,3
3629,422209699,5
2221,308500004,5
1324,249500021,5
124,422206648,5
2318,422205162,5
697,204100054,5
409,422208977,5
684,204100019,5
191,422211447,5
1546,211300007,5
1425,422218283,5
1219,308500018,5
1032,204100054,5
787,204900127,4
969,225200015,5
692,100230059,5
3611,225200013,5
2343,422205164,5
1368,422200305,5
1456,100190059,5
2926,422207151,5
2379,308500004,5
698,204100019,5
191,422206648,5
4253,308100018,5
2289,422205162,5
1292,204900159,5
2408,422205160,5
4225,422212360,5
2022,249500027,5
2443,308500009,5
3396,422203671,5
442,204900013,4
2242,206400011,5
3401,422207736,5
1949,422209703,5
3404,422204659,5
2308,308500015,5
2331,204100019,5
2539,204100019,5
1686,318900019,5
680,100230064,5
4017,422202151,5
2929,253900007,5
561,308500009,4
1631,225200013,3
3349,222600016,5
3311,422214672,5
638,100230057,5
632,343700002,4
10,318900012,5
831,249500019,5
2393,422205160,5
810,100230064,5
4416,248700105,5
407,422208972,5
281,249500028,5
2445,422205160,5
1108,422204657,5
788,100230056,5
3152,422202362,5
193,205100146,5
1519,206400019,5
2447,308500009,5
365,205100146,4
3232,365000013,5
2339,422205163,5
596,253900006,5
260,422206648,4
239,422211447,5
1076,318900005,5
2331,308500013,5
494,422210784,4
3584,204900145,5
2930,422207793,5
3569,422201090,5
1287,422209671,5
106,318900011,4
179,422211447,4
1469,100220009,4
1181,249500007,5
1324,245500001,5
533,204900013,5
361,422206648,4
2377,422205163,5
62,331300006,5
3893,345800002,5
705,422205163,5
324,245500002,5
135,205100136,4
3642,226200018,5
100,318900012,5
3736,377400002,5
1010,422200236,5
1757,100240016,5
3218,223600010,5
1949,205100137,2
3608,422218746,5
2426,308500018,5
3940,201600198,5
1746,100220035,5
681,308500004,5
4100,422207812,5
2325,422202253,5
1079,422216594,2
1204,422211878,5
145,100230056,5
4165,208000001,5
230,422208807,5
299,422211447,5
1063,422204910,5
1074,422204884,5
1697,318900005,5
256,422206648,5
3605,422205346,5
683,100230056,5
3756,345800015,5
2547,100210020,5
361,100230057,5
1213,422215804,4
1433,204900056,5
1827,100230064,1
2540,204100023,5
2342,422205162,5
713,100230059,5
3118,422202153,5
2847,318900002,5
1358,422208328,5
2899,422207283,5
181,422211446,4
1245,422211640,5
840,422205160,5
1802,100240016,5
3633,343100028,5
2351,422205164,5
2447,422202253,5
3708,422208242,1
2807,100180113,5
3643,422207417,5
240,422208807,5
1270,204900024,4
792,100230059,4
419,422208976,5
52,100230070,5
3966,422201119,5
550,253900004,5
560,204900013,5
341,422206043,5
1506,206400019,5
2893,422201090,5
361,200400003,5
1341,253900003,5
2480,422204388,5
2526,422203302,5
741,100230059,5
1454,204900159,5
2749,422211276,5
2368,308500009,5
805,422202253,5
847,422216990,1
2283,422222786,5
257,422205160,5
2414,308500018,4
703,308500015,5
4258,206700001,2
663,100230057,5
644,422216594,5
3675,422202253,3
689,331300023,3
1096,422204657,5
4060,248700002,5
271,422211447,5
1941,422206537,5
227,422208807,5
2600,207500007,5
1809,245500009,5
2348,422202253,5
2657,205100136,2
345,422208807,5
1735,100210014,5
2981,318900009,5
840,308500009,5
1159,249500013,5
3208,422206972,5
4655,253900006,3
1268,204900004,5
182,422203901,4
976,422205162,5
4039,365000015,4
1789,100240016,5
701,422205160,5
1266,318900019,5
2383,204100019,5
2542,345800013,1
708,422205162,5
267,205100136,5
168,422214321,5
961,422204795,5
2925,422209719,5
279,422204259,5
2548,204100079,5
1787,100240016,5
834,422204028,5
2741,248700042,5
2074,100150041,4
727,100230064,5
379,422208973,5
646,100230064,5
2293,100150059,5
3667,100220009,5
2413,422205160,5
2104,422211501,5
1437,422210980,5
2792,422203449,5
657,100230057,4
2206,422208807,3
1832,422216602,5
3472,343100029,5
2776,418800002,5
1081,422204910,3
980,318900009,2
3872,422208242,5
1708,100150065,5
33,318900012,5
791,200400004,5
174,422208807,5
3232,365000015,5
4348,327500002,2
2131,422203617,3
1029,308500009,5
2885,358300002,5
1677,318900019,5
1380,422220469,5
659,200400003,5
182,308500004,5
1991,422207413,5
386,422208972,5
231,205100146,5
2316,422202253,5
3370,358300001,3
817,422216594,5
290,422211447,5
1755,100220035,4
3879,248700057,5
1632,223600026,5
208,422204259,5
4042,422208345,3
2058,249500019,5
341,100220037,5
3119,422211489,5
257,205100146,4
2746,422211276,5
2548,204100070,5
4014,422202153,4
683,100230057,5
192,205100137,4
684,100230059,5
114,205100137,5
213,422211446,5
2394,204100019,5
1215,422217292,5
130,422211447,5
2486,422204388,5
310,205100136,4
261,205100137,4
2443,308500018,5
4339,422202569,1
2374,308500015,5
4160,422221873,1
171,386000015,5
109,205100136,5
1469,204900004,4
318,422211447,5
1320,253900004,5
341,422206042,5
478,422216416,5
4317,422204795,2
1141,200900037,5
517,422216416,5
1485,204900056,5
761,422200306,5
513,422216416,5
760,422209634,5
4366,100750038,4
186,422206648,5
567,422212100,5
1594,422208181,4
1087,422204910,5
1736,422206042,5
293,422211446,5
2029,422207413,5
647,200400004,5
720,200400003,5
426,422202569,5
2351,308500009,5
3450,204100023,5
792,100230056,4
808,100230059,5
2321,204100019,5
2380,422202253,5
1385,422200306,5
1024,422206537,5
2169,422202253,5
1131,318900019,5
162,365000017,4
2195,422207414,4
2372,204100054,5
350,422203300,5
2161,211300002,5
2549,204100018,5
199,422204259,4
1148,200900037,5
1933,422207414,5
182,422217292,5
2533,204100018,5
814,100230056,5
23,422207423,5
2343,422205162,5
1105,422212892,5
2549,204100070,5
4417,248700102,4
2224,100180148,5
635,422207417,4
735,100230064,5
2299,371600007,4
4024,422202216,5
3117,223600035,5
1429,422211195,5
3674,100220010,3
976,422205163,5
3209,422206972,5
173,422211447,5
119,422211447,5
76,422204947,5
634,422206043,5
2686,422203809,5
4294,248700057,5
1,422210980,4
4347,256700011,5
2504,422206537,5
3741,377400001,5
601,422210980,5
803,200400003,5
336,422203809,5
2932,422217992,5
1434,422210980,5
1157,422206823,5
224,422211446,4
113,205100146,3
62,422204910,5
1987,422207413,5
2410,308500018,5
1416,422211195,5
2400,422202253,5
3135,422218746,5
3186,345800001,4
341,256700011,5
708,200400004,5
761,422207283,5
2072,249500019,5
281,205100146,5
3205,422206972,5
435,204900013,5
3678,100220009,5
107,422210980,5
1157,422206824,5
2830,204100018,5
2250,245500001,4
1177,200400004,2
138,422205810,5
1068,422212333,5
638,200400003,5
3207,422220081,5
471,422216416,5
685,422216594,5
1109,422201504,5
2353,422205163,5
1538,211300007,3
3648,422206043,5
711,100230064,5
2310,422205162,5
683,308500018,5
1651,318900005,5
778,100230057,5
2061,422203145,1
350,422211446,5
2692,308500004,2
3390,204100024,4
1641,100160022,4
2430,422205162,5
4343,256700011,5
1203,422215804,5
2367,308500004,5
814,200400003,5
419,225300002,4
1035,422205160,5
2074,422203145,4
3967,422201119,5
694,100230064,5
252,422206648,5
770,100230064,5
3703,422216487,5
2121,204100054,5
2208,422207414,5
1136,422211241,4
2214,422207414,5
1026,308500013,5
341,100220009,5
2479,422204388,4
4084,422201374,5
2282,422222786,5
1383,422220469,5
2062,422203145,5
140,422211447,5
143,205100136,5
685,422200236,5
3540,237800005,3
101,100230064,5
703,422216594,5
2585,100230069,5
1042,422200236,5
4010,256700017,5
2171,422206042,4
2549,422206537,5
696,422205162,5
70,318900012,5
138,205100136,5
2404,422205163,5
1484,422210784,5
2028,249500019,5
1555,211300007,5
3590,223600048,5
2792,422200002,5
3649,100220009,5
1227,249500013,5
797,100230057,4
70,318900011,5
3463,343100029,5
2378,204100019,5
2622,422202580,2
4135,422207812,5
2694,243300007,5
2382,422205164,5
2726,422211276,4
1923,377400002,4
2425,422205164,5
180,422208807,4
2070,249500027,5
2400,422205164,5
3652,207300009,5
1500,100190059,5
1212,249500013,5
402,100230064,5
3206,422220080,5
2210,249500028,5
2721,248700035,5
2356,308500004,5
1449,204900004,5
2621,100190059,2
4204,422205810,5
678,422216594,5
788,422202253,5
266,422203809,5
3682,422205811,5
269,100230064,5
2615,371600006,5
2823,318900002,5
1657,318900005,1
2199,249500028,5
963,422204795,5
358,318900005,5
2311,422205163,4
2237,422214342,1
3232,365000017,5
521,422216416,5
2473,422211997,3
2132,422203617,4
1457,345800003,4
2412,308500018,5
1377,422205811,5
2121,308500004,5
1835,422216602,5
132,205100137,4
644,200400004,5
223,204900004,5
4249,422202253,2
3258,422201448,5
2901,422207283,4
2337,308500037,5
1157,422217971,5
4036,365000014,5
425,204900013,4
76,422205181,5
3292,207500002,5
2268,256700011,5
2357,422205162,5
147,422208973,5
778,100230059,5
123,205100136,5
1900,100210023,5
2453,308500009,5
3680,223600048,5
122,422211447,5
786,343700002,5
660,100230064,5
1180,422211549,5
2124,422203609,5
2341,308500015,5
1204,253900004,5
3501,100190183,5
653,308500037,5
931,422204795,5
688,204100054,5
1530,211300007,5
1501,422206035,5
3777,422207731,5
317,422211447,4
1911,100140042,4
3497,225300001,2
962,200400004,2
217,253900007,2
2888,358300002,5
688,200400003,5
24,318900011,5
1729,207300009,5
1100,422204884,5
117,422206042,5
942,422204795,5
785,100230056,5
215,308500009,2
1499,100190059,5
1466,204900056,5
1258,308500001,5
1108,293500050,5
2003,422203145,5
285,412800003,5
3577,422218905,5
1123,211300002,5
2581,207500001,5
256,422211447,5
1134,100190059,2
1737,100220009,5
3306,214000001,5
3126,223600026,5
3582,422206824,5
2499,204100019,5
51,422207423,4
149,422204259,4
759,422216594,5
1124,422200152,5
2319,308500004,5
1883,224100009,5
2184,249500028,5
731,100230057,5
161,205100137,5
2433,422205163,4
2742,422212870,5
975,422210280,4
2287,100150058,3
2955,422208974,3
1197,249500013,5
2338,204100054,5
197,422204259,5
2388,422205163,5
2345,308500009,5
3582,422212871,5
1713,100220037,5
2536,204100019,5
2154,422203302,5
410,422208974,5
34,205100137,5
1786,308500013,4
696,100230057,5
721,200400003,5
234,422207812,5
2088,422205162,3
632,253900006,5
800,100230056,5
2989,422200342,5
1481,422210784,4
665,200400004,5
1864,249500027,5
2747,248700054,5
3000,253900007,5
202,422204259,3
1155,422207866,4
4168,100210015,5
1216,211300002,5
3657,422206042,5
299,422208807,5
3271,223600048,5
3931,201600198,5
3264,422204775,5
1036,422200236,5
1982,422207413,5
2364,422205162,5
1621,222600014,4
654,308500015,5
1223,223600026,5
1152,422208910,5
816,100230064,5
597,253900006,5
574,232500011,5
2282,422215665,5
4238,345800007,5
3659,100220009,5
1280,204900005,5
4364,213300016,5
3724,377400001,5
1150,200900037,4
180,205100137,4
1398,422209663,5
1034,422200236,5
287,205100136,5
1276,204900009,4
112,422208807,2
242,422205151,5
595,422204906,4
1027,308500037,5
2925,422207792,5
1239,422212331,4
2252,245500001,5
2346,422211446,1
2384,422206537,5
2545,422207283,5
1572,211300007,5
3968,331300017,5
1327,253900004,5
3897,422211490,5
852,422206421,3
676,200400003,5
1805,100240016,5
4324,251900024,5
165,422217029,5
2259,245500002,5
169,422208807,5
323,422206648,3
701,308500037,5
2118,248700035,4
618,100220035,5
1052,422204906,5
1362,100280011,5
1056,422211183,5
786,100230056,5
477,422210980,5
2959,422201700,5
244,205100137,4
3583,422212871,5
853,422211878,5
118,422208807,5
2343,204100054,5
618,422203146,4
2672,422203809,2
2267,245500010,5
64,318900011,5
2731,422211276,5
1566,201600198,4
182,422211447,5
313,422211446,5
1678,422202569,5
403,422208974,5
3673,100220009,5
1075,100150058,4
189,422212892,5
3714,422200002,5
332,422211447,5
2668,422203807,2
2437,422205160,5
1300,253900004,5
2316,308500018,5
2588,365000012,5
3815,422204947,5
2019,422203145,5
2826,318900002,3
2217,422207414,5
286,422211447,5
326,422211447,5
1748,100240016,5
3268,422204775,4
1516,422211548,5
334,422208807,5
3151,422203510,5
1959,204900013,1
2849,308500015,1
4318,223600032,5
3001,422206103,3
182,422204259,5
2213,249500028,5
3145,357100011,5
2323,422206537,5
3346,422205152,5
241,205100137,4
652,100230057,5
2679,422203809,1
702,204100054,5
129,422208807,5
1114,100150091,5
1934,422209262,5
3127,422211489,5
2389,308500009,5
176,308500037,5
2546,100210020,5
2371,422205163,5
48,308500018,5
764,200400004,5
3711,422200002,5
620,100240016,5
2707,253900005,5
1051,207500008,5
2483,422204388,2
61,365000017,5
2721,248700035,5
2147,422203809,5
1430,318900011,3
1284,422216603,5
1113,422201504,5
1773,422210146,2
754,100230057,5
545,365000012,4
2546,204100023,5
1495,100190059,5
1450,100190059,5
1362,204000033,5
2328,204100019,5
218,249500021,5
1377,422205808,5
1997,422203145,5
2392,308500013,5
399,308500037,5
179,422211446,4
1372,422209663,5
193,422208807,5
2341,308500013,5
2345,422205163,5
2375,308500015,5
2280,422215666,4
2714,248700035,5
645,100230059,5
694,422205162,5
3193,345800001,5
2450,422202253,5
2022,249500019,5
4238,345800008,5
404,100230057,4
821,422221873,5
803,100230056,5
1,204900159,4
2593,207500007,5
2323,308500013,5
2696,243300007,5
632,422207023,5
382,422208977,5
861,422204795,5
232,422204259,5
1482,100240016,5
1152,422207423,5
659,100230057,5
2077,249500019,5
2333,308500009,5
2489,365000012,1
416,422208977,4
4080,345800003,5
3355,201600019,5
1408,422217029,3
1596,327500002,5
211,422211447,5
3998,422205673,5
840,422204027,4
2146,310100003,5
2354,422202253,5
476,204900013,5
424,422208977,5
659,100230056,5
3484,222600006,5
541,422216416,5
683,422216594,5
1200,249500007,5
997,100210023,5
182,422205160,5
1492,204900128,4
3696,422216487,5
2343,308500009,5
2555,232500022,3
480,422201822,5
308,205100137,5
2062,249500028,1
691,308500004,5
337,422211446,5
1738,207300009,5
470,422204795,3
1410,422218283,5
3695,422216487,5
1632,327500002,5
3320,223600010,5
4588,308500018,3
295,205100136,4
410,422208973,5
1287,422216603,5
3514,422207810,5
3888,345800002,5
2078,422203145,4
2718,248700035,5
292,422206648,5
2360,422205162,5
3401,422203671,5
1062,249500019,2
351,243300007,5
2352,308500018,5
341,205100136,5
1150,422208910,5
3836,422207417,5
1109,248700035,4
1983,422203145,5
2931,256700002,5
2364,204100019,5
695,100230059,5
2424,308500015,5
766,100230056,5
2205,422207414,5
561,207500007,5
3318,223600010,5
705,422216594,5
2060,249500027,5
3139,217300001,5
