ma_khach_hang,ma_san_pham,so_sao
3027,343700002,5
2219,249500028,5
3688,327500002,3
634,100220037,5
3504,422207866,2
2896,422214146,2
4017,422202153,5
349,422206648,5
2406,308500015,5
1780,100220035,5
1443,422210784,5
2031,422207413,5
2633,371600006,5
805,100230059,5
378,422208975,4
1430,422203145,4
4336,223600036,5
3645,422207629,5
3236,422208983,5
2118,422206644,4
24,422208975,5
1524,422217992,5
3604,422218746,5
704,100230059,5
1036,308500037,5
1025,308500013,5
3229,422204947,5
477,422216416,5
377,422208156,2
2420,308500015,5
716,100230056,5
1241,422212333,5
2588,365000011,5
4406,343700002,1
3120,422211489,5
711,308500013,5
309,343700002,4
1978,223600035,5
124,422211446,5
1581,422208181,4
3483,222600006,5
1484,204900004,5
3050,422209634,5
3255,422203282,5
2924,422209707,5
289,422211446,4
1573,207500001,5
1614,422206537,5
747,100230064,5
3553,222600049,5
653,100230057,5
155,422204259,4
2329,308500004,5
1129,422211241,5
251,422211446,4
1284,207500007,5
1235,422212333,5
2020,249500019,5
1395,422207826,5
1462,204900159,5
756,100230057,5
4282,204000071,5
2121,422206645,5
52,422220466,5
2107,422202569,5
137,422211446,5
3566,100250032,5
264,205100146,5
1550,422203173,5
517,204900013,5
384,223600009,5
170,100230059,5
147,422208807,5
402,100230056,5
77,422207283,5
226,422206648,5
1415,422202580,5
219,205100137,4
1885,422207414,4
2333,422206537,5
925,422204795,5
2188,213300064,4
782,200400004,5
2197,422207414,5
388,422208973,5
665,200400003,5
820,100230056,4
2407,308500018,4
2295,204000059,4
1461,204900128,5
1466,422205181,5
135,422206648,4
3728,377400001,5
725,100230059,5
313,422204259,5
1417,293500006,5
1339,204900004,2
2005,249500019,5
1393,422200305,5
337,205100137,5
1754,100240016,5
3004,253900007,5
2738,248700105,5
2003,249500019,5
22,204900013,5
748,293500043,5
2373,422205162,5
3768,248700042,5
2352,422205160,5
1205,223600036,5
1145,422207866,4
3686,223600039,5
2372,422206537,5
316,422211446,5
2222,249500028,5
1953,422203173,5
2368,422205160,5
419,422208975,5
400,422208976,5
151,422214000,1
3131,223600035,5
42,318900011,5
3366,249500014,5
2684,357100011,5
651,200400003,5
1010,422205163,5
661,100230064,5
2358,422205163,5
2398,308500015,5
217,422210784,5
693,204100019,5
238,422206648,5
2022,422203145,5
1482,422210980,5
2764,422205804,5
308,205100136,5
1385,249500021,5
638,100230056,5
3259,422205152,5
3653,422206042,5
135,100230069,4
2411,308500037,5
2545,204100054,5
2317,422202253,5
2670,422203807,3
2537,422207283,5
3676,100220009,5
282,422211447,5
2423,422202253,5
869,422210784,5
4038,365000018,5
168,422204028,5
649,100230059,5
184,422211446,5
2324,422205162,5
350,205100136,5
834,422214321,5
776,200400004,5
1838,204900010,5
2652,422203809,5
234,422208807,5
135,422218100,5
1464,204900056,1
1641,422209717,5
1415,293500043,5
2116,422206645,5
3678,100220010,5
117,100220010,5
2391,422202253,5
387,422208975,5
851,422214321,5
1029,308500018,5
1090,422211501,4
1930,422209262,5
242,422204259,5
34,205100146,5
1179,249500013,5
733,100230057,5
1030,422202253,5
2191,249500021,5
4035,365000020,5
1987,249500019,5
2847,204900155,5
189,422211389,5
399,308500015,5
1470,204900004,5
3671,100220009,5
1134,204900056,2
2159,211300002,5
3583,422206798,5
1495,204900056,5
2513,204100054,5
330,422208807,5
1514,422211549,5
773,100230059,4
1063,308500037,1
2363,204100019,5
661,100230059,5
2660,243300007,5
1834,204900025,5
2455,308500009,5
2155,211300002,5
1422,422200632,5
2956,422201700,2
92,318900012,5
706,422205160,5
1117,422201504,5
2356,308500018,5
698,422216594,5
1705,100240016,5
1940,422207812,5
790,100230059,5
248,422211446,5
2411,422205160,5
3746,345800015,5
347,422206648,5
471,204900013,5
3054,224100019,3
2489,204100054,5
1201,253900004,5
3558,399200001,5
693,308500018,5
1589,422206103,5
3689,256700002,5
725,100230057,5
1285,204900005,4
2364,422205164,5
2763,248700035,5
227,205100137,5
1377,422205805,5
792,253900009,4
297,207500007,5
1999,249500027,5
2428,308500009,5
2385,308500015,2
2310,422205163,5
2238,206400009,4
734,422205162,5
3124,223600026,5
1111,422203542,4
167,422206648,4
706,100230056,5
980,422204795,5
2717,422211276,5
2434,422202253,5
2176,207500002,5
2119,308500015,3
2435,308500037,5
1110,422211548,5
167,422211447,4
388,422202045,5
915,422204795,5
1117,422207562,5
1058,422220606,4
257,308500013,5
1422,422218283,5
2330,308500004,5
1056,422204904,5
2013,422203145,5
1698,318900019,5
3124,422211489,5
1150,422208910,4
692,249500013,4
422,422208972,5
3209,422220081,5
413,422208976,5
2418,308500015,5
549,308500015,3
4297,422209045,5
3993,331300019,5
2059,422203145,5
1388,422220469,5
2613,357100011,2
825,422218365,5
705,422202253,5
380,422216354,5
1106,308100018,2
805,308500013,5
657,100230064,4
2455,422205162,5
1010,422205164,5
2493,204100019,5
3556,100250033,5
2415,422202253,5
1681,204900159,2
3276,422206101,5
195,422204259,5
281,422206648,5
4593,422211446,2
1315,253900003,5
356,205100146,5
3810,422209047,5
672,100230059,5
1803,100240016,5
2417,422207413,3
803,100230059,5
3677,201600072,5
1384,422207826,5
1674,318900005,4
4309,355500011,1
1885,422203146,4
2084,100100001,5
2544,204100019,5
2344,308500037,5
1459,204900004,5
578,422202045,4
2342,308500018,5
2334,204100054,5
1175,422202216,5
2237,422202253,2
206,205100146,4
3977,213300003,5
494,204900056,4
1149,422208910,5
2330,308500015,5
2539,422206537,5
145,422211447,5
4018,224100004,5
804,200400004,3
1446,100190059,5
766,100230059,5
1282,204900024,5
966,100240016,5
3655,207300009,5
3944,201600072,5
1211,224100009,5
30,318900011,5
2544,204100023,5
3981,100240016,2
929,422204795,5
3324,223600034,5
2104,422202569,5
3659,207300009,5
343,422206043,3
3658,422206043,5
121,422203617,5
2698,422203807,5
1035,422205163,5
2724,422211276,5
1025,308500009,5
604,253900006,3
2449,308500009,5
1033,204100019,5
1031,422202253,5
1292,204900024,5
2970,318900009,5
266,205100146,5
944,422204795,5
1232,100210020,5
2140,422207414,5
18,204900013,3
2415,308500015,5
2345,422205164,5
276,422211446,5
2586,207500001,5
1029,422205163,5
1187,422215804,5
2401,204100054,5
2334,308500037,5
969,422204795,5
4311,355500011,3
632,223600026,5
706,422205163,5
3094,345800027,5
1885,422209047,4
4602,205100136,1
2119,422206645,5
2355,308500018,5
2141,422200306,2
2381,422205160,5
347,205100137,5
3495,225300002,5
128,422206421,4
338,205100137,5
1214,249500013,5
130,422204259,5
2832,318900002,4
256,205100136,5
3050,422205629,5
3717,377400001,2
211,422208807,5
1627,371600006,5
1381,422200305,5
147,100230056,5
2737,422211276,5
1110,422206035,5
3148,422203146,1
1311,253900004,5
976,422206537,5
2944,200500293,5
122,205100146,5
194,205100146,5
3649,100220037,5
1383,422200305,5
2218,249500028,5
3465,343100041,5
17,422208181,5
232,201100040,5
3994,331300023,1
2522,204100019,4
299,422209605,5
767,100230064,5
1157,422207793,5
2266,245500002,5
1123,201600182,1
3552,222600049,5
257,422204259,4
192,422204259,4
655,100230059,5
3084,422204281,1
200,205100137,5
1073,422211183,5
348,223600026,5
308,422206648,5
4115,345800013,1
2460,308500015,5
2344,308500009,5
1055,422208913,5
4152,422207812,5
1317,422206042,5
520,422216416,5
819,100230056,5
3028,343700002,5
833,207500007,5
1449,422210784,5
171,422211446,4
3203,422205181,3
3803,224100001,5
494,308500037,5
2405,308500037,5
2052,249500019,1
795,100230064,5
2367,308500013,5
686,422205160,5
3952,222600030,5
783,100230059,5
1626,327500002,5
2170,211300002,5
3210,345800013,1
1524,422218098,5
4337,223600036,1
3677,201600198,5
694,422209707,2
1585,422203776,5
3694,256700012,5
574,422212100,4
1033,308500004,5
1342,100250033,5
674,308500037,5
2292,100150058,5
1565,211300007,5
3733,377400001,5
1670,248700052,5
709,308500013,5
2429,308500015,5
3091,422206043,5
2734,248700054,5
2532,204100019,5
405,422208977,5
1438,204900128,5
1412,293500043,5
1096,422204884,5
848,422203809,3
2458,308500015,5
787,422216594,5
1723,100220035,5
2884,358300003,5
3227,422204231,5
2672,243300007,2
176,422205163,5
1204,422215804,5
509,204900013,5
2866,308500001,5
2999,422209420,5
3501,206200037,5
1109,365000018,5
2368,204100054,5
2312,308500015,5
1949,422209262,5
1140,422207865,4
653,422202045,5
2425,422202253,5
1340,253900004,5
841,205100137,3
816,200400004,5
2925,422207794,5
2334,422205163,5
4697,422206537,1
1804,100220035,5
751,200400004,5
2928,422209707,5
3659,422206043,5
3339,422204884,3
938,422204795,5
965,422204795,5
2547,204100019,5
2407,308500037,4
1388,422200305,5
2928,422209717,5
1273,204900005,4
4391,100750038,5
1529,422214146,5
296,205100146,5
4168,208000001,5
2939,200500293,5
1143,422208910,3
3686,309300012,5
144,422206648,5
1085,422220606,3
2793,365000011,5
2255,245500010,5
1231,422222535,5
1435,204900056,5
2667,243300007,1
4150,422207812,5
1061,422211183,5
583,253900006,5
256,100230059,5
805,249500028,5
676,100230064,5
804,422216594,3
641,100230057,4
1060,422204904,5
1082,422211183,4
1613,422212100,2
806,422216594,5
737,422216449,3
2459,308500037,5
16,205100137,5
3274,422206103,5
1875,422212097,5
1377,386000008,5
1288,204900009,5
704,100230064,5
786,100230059,5
2308,308500037,5
3065,204000071,5
176,249500021,5
844,308500004,2
1141,422207865,5
1077,249500021,5
971,422204795,5
4211,422209444,3
1559,211300007,5
1401,422209663,5
2925,422209718,5
228,205100136,5
1191,422217970,5
2370,308500013,5
2334,308500018,5
3903,248700054,5
1630,327500002,5
1470,204900056,5
622,253900006,4
258,422206648,5
2050,422207413,5
256,100230056,5
1018,204100019,5
655,100230064,5
371,205100136,4
169,422211446,5
293,422206648,5
3219,308100023,5
1197,293500006,5
653,308500009,5
232,422203807,3
1087,422204906,5
2588,207500001,5
2927,422207150,5
1324,422211878,5
2187,422214148,4
1731,100240016,5
2210,422203146,5
2169,308500015,5
2345,422205160,5
1483,204900128,4
207,205100146,5
3499,225300002,5
1340,100230069,1
178,422208807,5
3703,201600144,5
2119,422206644,5
3686,422203371,5
4106,422207812,5
827,422218358,5
2461,308500009,5
204,205100137,5
1189,100190059,5
2422,308500009,5
3327,223600010,5
2660,422203809,5
401,422208974,5
1332,253900003,5
1596,308100018,5
2357,308500018,5
153,422208807,5
853,422204028,4
126,422211446,5
101,100230056,5
232,293500010,5
1487,100190059,5
4207,308500015,2
1379,422220469,1
264,422211446,5
3455,422203143,2
2019,249500027,5
792,308500018,4
198,205100137,4
183,422211446,5
4286,204000033,5
529,422210784,5
120,422211446,5
1500,204900004,5
2747,248700053,5
119,422211446,5
3010,100150066,5
736,200400003,5
3666,422206042,5
342,422211446,5
2195,422203146,4
2418,308500009,5
1951,422203173,5
2051,422207413,1
233,205100146,5
739,422216594,5
1786,308500004,4
2298,201100053,4
4403,100750038,5
2929,422207148,5
1311,204900056,4
1088,422204231,5
976,422207812,5
2255,422203776,5
2340,308500013,5
2427,308500009,5
701,422202253,5
1487,204900159,5
344,422206648,3
2460,422205160,5
17,422204259,5
139,422212097,5
1732,207300009,5
83,204900013,5
1548,211300007,5
1145,422207865,4
1855,224100009,4
2144,310100003,5
3553,222600052,5
2273,422208157,4
2388,204100003,5
319,422208807,5
2438,308500018,5
1458,399200001,5
2325,422205164,5
3146,422202362,5
3676,100220010,5
216,205100146,5
2185,249500021,5
4623,100190059,1
4009,422209718,2
1434,207500001,5
305,100150067,5
1389,422200305,5
2210,422207414,5
1804,100240016,5
3108,213300016,5
744,100230056,3
726,200400004,4
2779,418800002,5
1390,422200306,1
271,365000018,5
681,100230056,5
2825,318900002,1
3429,377400001,5
1589,422206101,5
1440,204900056,5
2992,422209420,5
703,422205164,5
2447,308500037,5
2668,243300007,2
2147,422203776,5
1898,371600007,5
1099,422204884,5
388,422202569,5
561,422202253,4
1946,422209262,5
1263,308500009,5
2008,422207413,5
283,422208345,3
2330,422205163,5
348,422211489,5
133,422208807,5
2995,422209420,2
2211,422203146,4
98,318900012,5
2254,245500009,5
31,207500007,5
1949,422207791,5
4164,100210015,4
427,422216416,5
388,422208972,5
889,422202253,3
171,205100146,4
162,422220606,5
3678,100220035,1
278,343100041,5
2221,249500028,4
2716,248700035,5
3821,422204795,1
36,318900011,5
2743,248700076,5
2320,204100054,5
1051,422207826,4
184,422204795,5
976,204100070,3
470,100230059,5
1339,422203506,5
2448,308500009,4
3416,351700026,5
1430,249500027,4
2924,422207795,5
46,422203182,3
3050,422209636,5
2096,204100013,5
1499,204900056,5
3367,358300001,5
571,253900006,5
1371,422209663,4
279,422203145,4
2764,422205808,5
4220,422209443,5
3700,201600182,5
234,100750038,4
1105,422205932,5
3776,422213992,5
1099,422201504,5
792,204900004,5
1364,365000011,2
2015,249500019,5
2253,245500001,4
2319,308500018,5
1152,422218631,5
3097,345800027,5
121,422211447,4
13,318900011,5
404,422208974,5
52,422214147,5
4040,365000015,5
287,422206648,5
304,422206648,5
399,308500009,5
578,100230069,5
748,422216594,4
261,422211446,4
1238,422222535,5
17,205100136,5
2364,308500037,5
907,204100054,3
2342,308500013,5
782,100230059,5
692,422217292,4
1074,422204657,5
1027,308500015,5
713,100230056,5
2573,211300005,5
2426,422205162,5
258,422204259,5
150,205100137,5
747,249500027,5
1837,100750038,1
397,422208974,5
727,200400004,5
128,422204259,4
1196,422203901,5
183,224100009,5
1678,318900019,5
2067,422207283,1
2275,422208157,5
340,422208807,5
673,100230064,5
773,200400004,4
975,205100136,1
396,422218098,5
2460,422205164,5
207,422208807,5
894,365000015,5
4038,365000016,5
185,422204259,5
1026,308500018,5
4037,365000012,4
170,205100137,2
186,422211447,5
788,308500015,5
724,100230056,5
3611,422205346,5
990,422204795,2
508,422217292,3
706,204100019,5
2094,308500018,5
912,422204795,5
2938,365000018,5
2255,422203506,5
707,200400003,5
2408,422205162,5
2532,204100079,5
692,308500037,5
2458,253900003,2
675,100230059,5
2273,422210146,4
375,422208972,5
1569,422214146,5
2340,422202253,3
1102,422210146,3
247,205100137,4
2301,100150059,5
201,205100146,4
3700,201600144,5
379,422208972,5
153,422206648,5
319,205100136,5
4285,204000071,5
3838,226200018,5
2771,418800004,5
315,422206648,5
3581,422212871,5
1971,422214147,5
3411,422209052,5
2366,308500004,5
1571,211300007,5
3661,100220037,5
4036,365000013,5
1244,422222535,5
1370,422207826,5
1307,422211878,5
1219,223600035,5
1444,204900128,5
612,253900006,5
121,422208807,5
2389,308500037,5
317,422206648,4
705,308500018,5
1509,206400019,5
721,100230064,5
2373,422205160,5
3498,225300001,5
728,100230059,5
3326,422212097,5
956,422204795,5
1561,422208345,5
1213,249500007,4
1884,422216291,5
1163,204100023,5
468,204900013,5
2018,422203145,5
2378,422202253,5
2183,211300002,2
803,422216594,5
4214,422209444,5
2764,256700017,5
792,377400001,4
273,422204259,5
283,422211446,5
428,422216416,5
3282,422210957,5
624,422211878,5
2522,204100054,4
3406,422209795,5
1119,422204884,5
4033,365000011,4
4214,222600016,1
2152,211300002,5
186,205100136,5
125,422206648,5
1521,422211548,5
2328,422205162,5
1337,245500002,5
2538,204100003,5
3336,223600010,5
1428,422218283,5
1736,100220010,5
1146,422207865,5
3963,422201120,4
242,422200305,5
2426,308500009,5
1641,422207795,5
3475,343100029,5
1418,422217029,5
1447,422210980,5
777,245500010,5
3642,422207629,5
244,422211447,4
205,205100136,5
4040,365000018,5
3325,223600009,2
229,318900019,3
2408,422202253,5
62,422204906,5
395,253900004,5
151,205100146,5
639,200400003,4
2463,422205162,5
685,308500004,5
1151,422209322,5
1757,100220035,5
111,205100146,4
358,205100136,4
973,422204904,5
188,205100136,4
4429,335100004,5
2311,308500009,4
217,204900056,5
986,422204795,1
333,422204259,5
1096,422201504,5
1908,100210023,5
219,422209262,1
1630,422206513,5
182,205100137,5
4180,422203143,4
162,422204259,5
221,205100146,4
3658,100220010,5
1222,422215804,5
135,422211447,4
621,422212100,3
475,422216416,5
2419,422205163,5
2754,248700052,5
708,422216594,5
1631,422205346,3
1593,327500002,5
504,422210400,3
2349,308500037,5
1371,422220469,4
2275,100230069,5
792,355500011,3
227,205100136,5
2291,100150058,3
2532,100210020,5
507,422203146,1
2355,422205160,5
3341,223600034,5
618,253900006,4
2415,308500013,5
2386,308500015,5
688,200400004,5
1294,253900003,5
764,422216594,5
712,204100054,5
805,308500018,5
2182,345800002,5
2395,308500015,5
2060,422207413,5
1705,100220035,5
235,422204259,5
618,422212100,4
740,100230057,5
4264,377400002,5
545,365000017,4
2020,249500019,5
121,422203609,5
3524,422205820,5
3418,422205163,3
1447,422210784,5
672,422202253,5
1835,204900010,5
172,205100136,5
1373,422200306,4
529,100190059,5
2529,204100019,5
220,223600009,5
3114,204100013,5
34,200400004,5
408,422216416,5
730,200400003,5
1808,422209045,5
4306,343100041,5
139,422211447,5
72,318900012,5
2014,249500027,5
494,345800001,5
2418,308500013,5
781,100230059,5
4155,422207812,5
308,422204259,5
2025,422207413,5
997,357100011,5
2389,422205162,5
2635,371600006,5
1132,422211241,5
324,422206648,5
4359,248700002,5
2932,422217970,5
494,243300007,4
916,386000015,1
1713,100240016,4
358,205100137,5
2395,204100054,5
3079,249500019,3
1157,422207791,5
351,422206648,5
777,200400004,5
601,327500002,5
810,100230057,5
1108,422201504,5
2694,248700072,5
1495,204900128,5
3672,422206042,4
2700,422203809,5
400,422208972,5
691,100230056,5
1808,249500001,5
2926,422207792,5
2654,357100008,4
1294,422214343,5
433,412800003,1
2072,422203145,5
2286,204000059,4
3401,253900007,3
2453,308500013,5
3065,204000033,5
600,206400019,5
102,201600182,5
2468,422203371,4
840,422210400,4
2519,204100070,5
1574,422209053,5
2206,422206824,5
656,100230059,5
4084,256700011,5
1302,253900004,5
1083,422204904,5
131,422206648,5
1949,422207677,5
2679,243300007,1
2365,422205162,5
707,422206537,5
3525,422205820,4
1977,249500019,5
1611,422208181,5
2401,204100019,5
4031,422209720,3
975,100150058,2
4038,365000011,5
2514,422206537,4
1152,422207865,5
407,422208975,5
121,205100136,5
374,422208977,5
2226,200500293,5
367,205100146,4
3755,345800015,5
789,422203776,4
4074,223600040,5
3408,422204659,4
668,422204795,2
2330,422214339,5
3102,201600072,5
2330,308500018,5
1134,422211241,5
1015,422200236,5
2379,422205164,5
813,100230056,5
2402,308500009,5
531,253900003,5
269,422206648,5
1746,100240016,5
642,100230064,5
196,100220035,5
2657,422203776,2
86,422204795,5
3217,201600072,5
1339,253900004,5
2400,422205162,5
761,422214147,5
200,422208807,5
680,204100054,5
687,422205164,5
1784,100220035,5
1199,422215804,5
1585,422203807,5
1274,422216603,5
336,223600026,5
975,422210047,2
1432,422211195,5
2279,422222786,5
2002,422203145,5
824,422218365,4
408,204900013,5
1742,100220035,5
2299,100150059,5
293,422204259,5
120,205100146,5
1470,204900159,5
220,223600010,5
1377,422205807,5
4040,365000016,5
3674,100220009,3
845,422214321,5
4187,251900019,5
385,422208975,5
857,422204795,5
2653,422203776,5
1164,249500007,5
2428,422205160,5
1552,422209795,5
877,422210980,3
1765,100220035,4
695,100230057,5
2165,100240016,2
2326,308500009,5
3601,422218746,5
1191,422217992,5
1310,201600072,3
816,100230056,5
188,422207413,1
4435,100210014,4
670,204100019,5
321,205100137,5
241,422204259,4
398,422208972,5
2369,308500037,5
1788,100220035,5
2464,308500004,5
346,422208807,5
3721,377400001,4
4281,422207807,5
1185,422217292,5
686,200400003,5
1482,422210784,5
2885,422202580,5
1395,422220469,5
3973,422201366,5
740,100230056,5
1120,422201504,5
77,422211447,5
1563,211300007,4
692,100230056,5
2352,422202253,5
1394,256700017,1
211,422211446,5
1381,318900019,4
2670,422203809,3
3163,345800001,5
2371,308500018,5
1403,422220469,5
237,422211446,5
182,422208807,5
679,200400004,5
689,100230057,5
3347,422205152,5
708,200400003,5
286,422206648,5
1448,422210784,5
2193,100240016,2
429,204900013,5
2451,308500013,5
2319,422206537,5
2429,422205162,5
182,422213308,5
3784,422204902,1
1,422212331,5
2295,100150059,4
3938,318900011,3
2075,249500028,5
1526,211300007,5
812,243300007,4
2516,204100019,5
1729,422206043,5
184,205100146,5
792,308500013,4
2177,211300002,5
139,422212330,4
840,204100054,5
237,205100136,5
1139,422218631,5
790,422211195,5
117,223600009,5
2414,308500004,4
244,422207826,5
307,422206648,5
1453,204900128,3
2370,422202253,5
2291,204000059,3
3083,422211389,5
3303,214000001,5
2380,308500009,5
1600,422208181,5
2412,422205162,5
355,205100137,5
3902,422211490,5
516,318900019,5
2792,422201092,5
157,205100136,5
1661,318900005,5
1824,343100024,5
1310,253900004,3
1647,318900019,5
1953,201600166,5
740,422210954,5
771,200400004,5
792,100230064,4
289,422204259,4
1528,211300007,5
1071,422220606,5
2614,371600006,5
850,422204027,3
358,205100137,4
1536,422214146,5
1333,223600010,5
3326,223600010,5
761,200400004,5
3383,249500014,4
2458,345800015,5
708,204100054,5
948,100230064,2
1034,422206537,5
279,422211446,5
2419,422205160,5
1526,422214146,5
2395,308500004,5
1145,422207423,4
1871,422203807,5
1940,422209262,5
6,422209052,5
688,308500004,5
1219,422202253,5
1267,204900005,5
2085,422205163,5
1333,422212097,5
3356,201600074,5
1783,100230056,2
2980,318900009,5
3011,100150067,5
196,100240016,5
1959,422206248,3
110,205100137,5
2613,422203510,2
4140,422207812,5
681,308500018,5
2182,204000033,4
359,205100137,5
2206,422209724,5
659,200400004,5
56,243300007,3
2191,422207414,5
1317,207300009,5
79,422203809,4
2326,422205164,5
1023,308500015,5
1813,422219308,5
181,422208807,4
3657,100220009,5
1196,422206149,5
788,200400003,5
1474,204900159,5
3309,214000001,5
1030,422205160,5
2055,249500019,5
845,422204027,5
2850,377400001,5
3068,224100019,5
1037,422200236,5
2397,308500004,5
4258,422205122,5
3371,201600074,2
1147,422218631,4
1391,422207826,5
61,422208913,4
787,243300007,5
1537,422214146,4
1311,422207414,4
698,308500004,5
309,205100136,5
2385,422205163,5
879,422204795,5
674,422205160,5
2497,204100019,5
2674,422203807,5
561,100230069,5
2358,308500004,5
734,100220035,5
2750,422211276,5
1805,100220035,5
286,422208807,5
1085,422205163,5
2066,422207413,5
1621,224100009,5
1596,100240016,5
716,100230064,5
218,422203146,5
3276,422209635,5
3896,223600003,5
83,422211447,5
343,100220009,3
1142,422209322,5
1702,318900019,5
1516,422211549,5
2221,201100053,4
2821,318900002,5
406,422204795,5
314,205100137,5
2646,422203302,5
2361,422205160,5
4036,365000011,5
1837,308500009,5
4270,422200182,5
3646,422208781,5
3669,422206043,5
1090,422204904,5
213,422204259,5
134,422204259,5
1275,204900005,4
2497,422206537,5
1295,308500004,5
4011,256700017,5
1191,249500019,2
613,253900006,5
1050,422200342,5
233,422204259,5
572,422212100,5
46,100230059,5
320,205100136,5
4224,422212360,5
1797,100240016,5
846,204000059,3
2111,422202569,5
492,422216416,5
1746,100190059,1
3166,365000016,2
327,422211447,5
325,243300007,4
1758,100240016,5
2441,308500037,5
1763,100240016,5
3276,422209634,5
2087,422202045,5
317,422201374,4
1677,318900005,5
297,211300005,5
1713,100220035,4
505,253900010,3
62,422204904,5
1420,293500043,4
1247,422211640,4
2206,249500028,5
188,205100146,4
4040,365000013,5
2140,100750038,5
3255,422205152,5
673,100230057,5
635,422212100,5
3701,201600144,4
2588,365000018,5
289,422208807,4
83,318900012,5
1737,422206043,5
979,422204795,5
329,100240016,3
90,211300007,5
3643,422211231,5
1506,422206035,5
1161,422217292,5
2314,308500015,5
1118,243300007,5
223,422206648,5
1068,422204904,5
3674,422206042,5
380,422208975,5
776,422208913,5
2335,422202253,5
975,422204795,5
2407,308500015,4
1,422222535,5
202,422211447,3
2545,204100070,5
675,200400003,5
339,422206648,5
1417,422200632,5
1725,100220035,5
2294,100150058,5
1378,422200306,4
332,205100136,5
2325,308500018,5
706,422200236,5
709,308500004,5
2552,204100054,5
2209,249500021,5
1854,422203321,5
1374,422207826,5
2573,422216449,5
2371,308500009,5
1092,422207562,1
2681,422203776,5
2251,245500001,5
269,249500027,1
1641,422207151,5
2287,422216098,3
1148,422218631,5
2929,422207791,5
2531,204100019,5
106,422201774,5
4182,422209046,5
4401,100750038,5
145,100230064,5
2377,422205164,5
2338,204100019,5
3012,100150066,5
3624,422205163,3
788,100230064,5
2454,308500013,5
242,422220469,5
141,422204259,4
4191,422209663,2
117,422206042,5
405,422208975,5
367,422206648,4
1786,422205160,4
3501,422202153,5
1683,318900005,5
1365,422207844,5
1834,204900010,5
553,422216416,5
325,422203776,4
16,422204259,5
218,422204028,3
6,100220010,2
2413,422205163,5
3989,331300023,5
1891,100210023,5
273,422211446,5
2385,308500015,5
1075,100150059,4
2403,308500004,5
686,422205164,5
319,243300007,5
3213,422207799,5
395,253900003,5
2319,308500037,5
4118,422207812,5
805,200400004,5
2409,422202253,5
118,422204259,5
1894,422203173,1
1452,204900056,5
1963,422209052,5
778,100230064,5
259,201600198,5
1089,422204904,3
369,422208807,5
674,200400004,5
2944,100220010,5
1915,100180113,5
2579,100230069,5
1207,100210023,5
672,100230057,5
2249,245500010,5
3608,225200015,5
2354,308500009,5
392,422208973,5
4236,345800008,5
138,100150059,5
168,205100136,5
402,422208975,5
2359,204100054,5
1098,422201504,5
2958,422201700,5
2580,100230069,5
2534,422207283,5
1365,206700001,5
697,100230059,5
1947,422207812,5
168,205100146,5
2510,422206537,5
279,249500019,4
1456,204900056,5
3133,422202153,5
683,100230059,5
1068,422207023,5
3674,100220037,3
1030,422205163,5
393,422208974,5
2663,422203807,1
3212,206200037,5
1080,422204906,5
311,422208807,5
280,422204259,5
2466,308500009,5
1051,422211276,5
443,422205162,5
1072,422220606,5
141,205100136,4
598,253900006,4
1559,248700032,5
117,422205163,5
2941,200500283,5
3614,253900002,5
2361,422205164,5
4559,422205162,2
1130,422219813,4
1398,422220469,5
4212,422205164,2
220,318900005,5
273,205100146,5
3504,386000015,5
193,211300007,5
3773,204100070,5
2086,422205932,5
1306,422209663,5
1398,422207826,5
322,422211447,5
814,422216594,5
2393,422205164,5
128,422208807,4
1481,204900056,4
2884,358300002,5
171,422204259,4
2363,204100054,5
2738,422211276,3
1034,204100019,5
1271,204900005,4
3305,214000001,5
1295,422205160,5
4413,248700102,1
1188,422215804,5
1827,204900025,1
2352,422205162,5
672,308500037,5
48,318900012,5
2010,249500027,5
3333,223600010,4
4037,365000020,4
2532,204100003,5
3276,422209636,5
2421,422205163,5
1846,224100009,4
1987,422203145,5
1493,204900159,5
2770,224100008,5
443,308500004,5
2079,422203145,5
1897,100210023,5
2368,422202253,5
83,422204259,5
101,422204777,3
1469,422206042,4
2347,422206537,5
2272,422210146,5
595,422204904,4
2643,422203301,5
1336,253900004,5
3240,422204231,4
2544,204100070,5
1297,253900004,5
4102,422207812,5
4053,100210016,4
2316,308500013,5
1460,204900056,3
348,100220010,5
2355,422205162,5
920,422204795,5
2343,422206537,5
656,200400003,5
4308,355500011,5
250,205100146,5
348,422211447,5
1112,422204657,5
2418,422205163,5
3542,237800005,5
608,422212100,5
3407,422209795,5
17,422208973,5
404,422208972,5
638,422216594,5
359,422204259,5
2072,245500001,5
162,365000016,5
133,205100136,5
786,100230057,5
350,422208807,5
2509,422206537,5
1106,422204657,5
4651,204100019,1
300,422207812,5
641,100230056,4
3905,248700054,5
926,422204795,5
1418,422200632,5
1786,422205162,4
2225,100180148,5
182,422206648,4
1779,100220035,5
777,308500004,2
3790,245500001,2
4330,422214340,5
234,345800013,5
3672,207300009,4
792,293500043,3
4294,214000001,3
1059,422220606,5
1018,422200236,5
106,365000014,5
1157,422209718,5
2389,308500013,5
4284,204000071,4
3200,345800001,5
2374,422205164,5
1295,422205164,5
183,422211447,5
1259,422208913,5
1010,308500018,5
2335,308500009,5
1736,422206043,5
3097,422211195,1
353,249500021,5
420,422208976,3
56,422203809,3
306,318900005,5
408,422208972,5
707,308500009,5
